Modell,Accuracy,F1-Macro,Log Loss
Dummy,0.4949743978759719,0.2207281491817836,18.202967755588652
Logistic Regression,0.48022947088943674,0.37648947061470933,1.6099452962238463
Random Forest,0.46766546557936656,0.3600425627653146,1.0733668697386314
XGBoost,0.5167836146406221,0.398723437679864,1.1646397345697386
